query,_id,_score,name,symbol,entrezgene,notfound
ENSG00000207948,442901,31.898125,microRNA 328,MIR328,442901,
ENSG00000280163,ENSG00000280163,32.905186,,,,
ENSG00000125122,ENSG00000125122,10.614576,"F-box and leucine rich repeat protein, pseudogene",FBXL9P,,
ENSG00000168701,29100,31.898127,transmembrane protein 208,TMEM208,29100,
ENSG00000135723,29109,31.898127,formin homology 2 domain containing 1,FHOD1,29109,
ENSG00000135740,6553,31.898125,solute carrier family 9 member A5,SLC9A5,6553,
ENSG00000262691,ENSG00000262691,32.905178,,,,
ENSG00000196155,25894,32.905167,pleckstrin homology and RhoGEF domain containing G4,PLEKHG4,25894,
ENSG00000168676,146212,31.898125,potassium channel tetramerization domain containing 19,KCTD19,146212,
ENSG00000201201,106633802,10.614574,RN7SK pseudogene 118,RN7SKP118,106633802,
ENSG00000159708,55282,32.905178,leucine rich repeat containing 36,LRRC36,55282,
ENSG00000159713,51673,31.898127,tubulin polymerization promoting protein family member 3,TPPP3,51673,
ENSG00000239194,106481628,10.614574,"RNA, U1 small nuclear 123, pseudogene",RNU1-123P,106481628,
ENSG00000159714,29800,31.89811,zDHHC palmitoyltransferase 1,ZDHHC1,29800,
ENSG00000176387,3291,31.898127,hydroxysteroid 11-beta dehydrogenase 2,HSD11B2,3291,
ENSG00000261320,ENSG00000261320,32.905186,,,,
ENSG00000159720,9114,31.89811,ATPase H+ transporting V0 subunit d1,ATP6V0D1,9114,
ENSG00000270049,101927837,32.905178,ATP6V0D1 divergent transcript,ATP6V0D1-DT,101927837,
ENSG00000159723,181,31.898125,agouti related neuropeptide,AGRP,181,
ENSG00000276075,,,,,,True
ENSG00000039523,79567,32.905186,RHO family interacting cell polarization regulator 1,RIPOR1,79567,
ENSG00000261396,ENSG00000261396,32.905178,,,,
ENSG00000259945,ENSG00000259945,32.905178,,,,
ENSG00000260894,ENSG00000260894,32.905178,,,,
ENSG00000261386,,,,,,True
ENSG00000280214,ENSG00000280214,32.905167,,,,
ENSG00000259804,100505942,32.905186,uncharacterized LOC100505942,LOC100505942,100505942,
ENSG00000102974,10664,31.898127,CCCTC-binding factor,CTCF,10664,
ENSG00000237718,ENSG00000237718,32.905186,,,,
ENSG00000159753,146206,32.905186,capping protein regulator and myosin 1 linker 2,CARMIL2,146206,
ENSG00000102977,65057,31.898127,ACD shelterin complex subunit and telomerase recruitment factor,ACD,65057,
ENSG00000102981,50855,31.898127,par-6 family cell polarity regulator alpha,PARD6A,50855,
ENSG00000124074,84080,31.89811,enkurin domain containing 1,ENKD1,84080,
ENSG00000159761,388284,32.905186,chromosome 16 open reading frame 86,C16orf86,388284,
ENSG00000141098,81577,31.898127,Gfo/Idh/MocA-like oxidoreductase domain containing 2,GFOD2,81577,
ENSG00000141084,57610,31.89811,RAN binding protein 10,RANBP10,57610,
ENSG00000270165,ENSG00000270165,32.905178,,,,
ENSG00000102904,55815,31.89811,translin associated factor X interacting protein 1,TSNAXIP1,55815,
ENSG00000102901,80152,31.898127,centromere protein T,CENPT,80152,
ENSG00000168286,57215,31.898127,THAP domain containing 11,THAP11,57215,
ENSG00000102898,10204,31.898125,nuclear transport factor 2,NUTF2,10204,
ENSG00000262141,ENSG00000262141,32.905178,,,,
ENSG00000038358,23644,32.905178,enhancer of mRNA decapping 4,EDC4,23644,
ENSG00000221526,,,,,,True
ENSG00000263126,ENSG00000263126,32.905178,,,,
ENSG00000188038,123904,31.898125,neuritin 1 like,NRN1L,123904,
ENSG00000159792,5681,31.898127,protein serine kinase H1,PSKH1,5681,
ENSG00000141086,1506,31.898127,chymotrypsin like,CTRL,1506,
ENSG00000261884,ENSG00000261884,32.905178,,,,
ENSG00000205220,5699,31.898125,proteasome 20S subunit beta 10,PSMB10,5699,
ENSG00000213398,3931,31.898125,lecithin-cholesterol acyltransferase,LCAT,3931,
ENSG00000124067,6560,31.898125,solute carrier family 12 member 4,SLC12A4,6560,
ENSG00000141096,64180,31.898125,dipeptidase 3,DPEP3,64180,
ENSG00000167261,64174,31.898127,dipeptidase 2,DPEP2,64174,
ENSG00000167264,54920,31.898127,dihydrouridine synthase 2,DUS2,54920,
ENSG00000262962,ENSG00000262962,10.614571,lysyl-tRNA synthetase 1 pseudogene 3,KARS1P3,,
ENSG00000263201,100131303,32.905178,DPEP2 neighbor,DPEP2NB,100131303,
ENSG00000202336,106479725,10.614574,"RNA, U6 small nuclear 359, pseudogene",RNU6-359P,106479725,
ENSG00000182810,55794,31.898125,DEAD-box helicase 28,DDX28,55794,
ENSG00000221789,,,,,,True
ENSG00000261864,ENSG00000261864,32.905178,,,,
ENSG00000072736,4775,32.905186,nuclear factor of activated T cells 3,NFATC3,4775,
ENSG00000201850,ENSG00000201850,32.905186,Y RNA,Y_RNA,,
ENSG00000212445,124900379,32.905186,small nucleolar RNA SNORA48,LOC124900379,124900379,
ENSG00000262514,ENSG00000262514,32.905178,,,,
ENSG00000279621,ENSG00000279621,32.905178,,,,
ENSG00000240435,ENSG00000240435,10.614576,ribosomal protein S12 pseudogene 27,RPS12P27,,
ENSG00000260891,ENSG00000260891,32.905178,,,,
ENSG00000263276,ENSG00000263276,32.905186,,,,
ENSG00000262160,ENSG00000262160,32.905186,,,,
ENSG00000103067,80004,31.898127,epithelial splicing regulatory protein 2,ESRP2,80004,
ENSG00000276151,,,,,,True
ENSG00000261469,ENSG00000261469,32.905167,,,,
ENSG00000103066,23659,31.898125,phospholipase A2 group XV,PLA2G15,23659,
ENSG00000260441,ENSG00000260441,32.905186,,,,
ENSG00000103064,9057,31.898127,solute carrier family 7 member 6,SLC7A6,9057,
ENSG00000252026,106480409,10.614576,"RNA, U6 small nuclear 1262, pseudogene",RNU6-1262P,106480409,
ENSG00000103061,84138,31.898127,solute carrier family 7 member 6 opposite strand,SLC7A6OS,84138,
ENSG00000279649,ENSG00000279649,32.905167,,,,
ENSG00000132600,54496,31.898125,protein arginine methyltransferase 7,PRMT7,54496,
ENSG00000259797,ENSG00000259797,32.905178,,,,
ENSG00000222177,106479571,10.614571,"RNA, U4 small nuclear 30, pseudogene",RNU4-30P,106479571,
ENSG00000103056,55512,31.89811,sphingomyelin phosphodiesterase 3,SMPD3,55512,
ENSG00000279693,ENSG00000279693,32.905167,,,,
ENSG00000274698,ENSG00000274698,32.905167,,,,
ENSG00000199263,ENSG00000199263,32.905178,Y RNA,Y_RNA,,
ENSG00000241334,ENSG00000241334,10.614576,ribosomal protein L35a pseudogene 33,RPL35AP33,,
ENSG00000184939,146198,31.89811,ZFP90 zinc finger protein,ZFP90,146198,
ENSG00000201164,106479573,10.614571,"RNA, U4 small nuclear 36, pseudogene",RNU4-36P,106479573,
ENSG00000260084,ENSG00000260084,32.905178,,,,
ENSG00000275383,ENSG00000275383,32.905186,,,,
ENSG00000252040,124903808,32.905167,small nucleolar RNA U109,LOC124903808,124903808,
ENSG00000252640,124903809,32.905167,uncharacterized LOC124903809,LOC124903809,124903809,
ENSG00000062038,1001,31.89811,cadherin 3,CDH3,1001,
ENSG00000260577,123706523,32.905167,CDH3 antisense RNA 1,CDH3-AS1,123706523,
ENSG00000260860,ENSG00000260860,32.905178,,,,
ENSG00000261395,ENSG00000261395,10.614576,heat shock protein family E (Hsp10) member 1 pseudogene 5,HSPE1P5,,
ENSG00000039068,999,31.898127,cadherin 1,CDH1,999,
ENSG00000200558,106480767,10.614571,"RNA, 5S ribosomal pseudogene 429",RNA5SP429,106480767,
ENSG00000281454,,,,,,True
ENSG00000260798,ENSG00000260798,32.905178,,,,
ENSG00000260459,ENSG00000260459,10.614576,ferritin light chain pseudogene 14,FTLP14,,
ENSG00000103047,79613,32.905186,transport and golgi organization 6 homolog,TANGO6,79613,
ENSG00000199979,ENSG00000199979,32.905186,Y RNA,Y_RNA,,
ENSG00000275504,100147829,10.614576,"RNA, U7 small nuclear 42 pseudogene",RNU7-42P,100147829,
ENSG00000260999,ENSG00000260999,32.905186,,,,
ENSG00000266801,ENSG00000266801,32.905178,,,,
ENSG00000202497,106481462,10.614574,"RNA, U6 small nuclear 898, pseudogene",RNU6-898P,106481462,
ENSG00000271129,ENSG00000271129,32.905178,,,,
ENSG00000244378,80052,10.614571,ribosomal protein S2 pseudogene 45,RPS2P45,80052,
ENSG00000103044,3038,31.898127,hyaluronan synthase 3,HAS3,3038,
ENSG00000168802,54921,31.898127,chromosome transmission fidelity factor 8,CHTF8,54921,
ENSG00000141076,84916,31.898127,UTP4 small subunit processome component,UTP4,84916,
ENSG00000207083,106478917,10.614576,"RNA, U6 small nuclear 22, pseudogene",RNU6-22P,106478917,
ENSG00000168807,6645,31.898127,syntrophin beta 2,SNTB2,6645,
ENSG00000200164,ENSG00000200164,32.905186,Y RNA,Y_RNA,,
ENSG00000265113,ENSG00000265113,32.905186,,,,
ENSG00000260914,ENSG00000260914,32.905178,,,,
ENSG00000132612,27183,31.898125,vacuolar protein sorting 4 homolog A,VPS4A,27183,
ENSG00000213380,84342,31.898127,component of oligomeric golgi complex 8,COG8,84342,
ENSG00000258429,64146,31.898125,"peptide deformylase, mitochondrial",PDF,64146,
ENSG00000272617,ENSG00000272617,32.905167,,,,
ENSG00000260371,ENSG00000260371,32.905178,,,,
ENSG00000259900,ENSG00000259900,32.905186,,,,
ENSG00000132603,51388,31.898127,nucleolar pre-rRNA processing protein NIP7,NIP7,51388,
ENSG00000157315,146456,32.905167,transmembrane p24 trafficking protein 6,TMED6,146456,
ENSG00000132604,7014,31.898125,telomeric repeat binding factor 2,TERF2,7014,
ENSG00000103018,80777,31.898127,cytochrome b5 type B,CYB5B,80777,
ENSG00000261527,100420066,10.614576,transmembrane protein 111 pseudogene,LOC100420066,100420066,
ENSG00000260108,ENSG00000260108,32.905186,,,,
ENSG00000102908,10725,31.898127,nuclear factor of activated T cells 5,NFAT5,10725,
ENSG00000223109,100302119,32.905186,microRNA 1538,MIR1538,100302119,
ENSG00000274093,ENSG00000274093,32.905186,,,,
ENSG00000260772,ENSG00000260772,32.905178,,,,
ENSG00000181019,1728,31.89811,NAD(P)H quinone dehydrogenase 1,NQO1,1728,
ENSG00000261602,137933868,32.905167,NQO1 antisense RNA 1,NQO1-AS1,137933868,
ENSG00000262136,119139903,32.905167,NQO1 divergent transcript,NQO1-DT,119139903,
ENSG00000141101,28987,31.89811,NIN1 (RPN12) binding protein 1 homolog,NOB1,28987,
ENSG00000260290,ENSG00000260290,32.905186,,,,
ENSG00000198373,11060,31.898127,WW domain containing E3 ubiquitin protein ligase 2,WWP2,11060,
ENSG00000252443,ENSG00000252443,32.905186,Small nucleolar RNA SNORA62/SNORA6 family,SNORA62,,
ENSG00000208017,406932,31.898127,microRNA 140,MIR140,406932,
ENSG00000157322,348174,31.898125,C-type lectin domain family 18 member A,CLEC18A,348174,
ENSG00000277003,ENSG00000277003,32.905167,,,,
ENSG00000196696,283970,10.289713,"PDXDC2P-NPIPB14P readthrough, transcribed pseudogene",PDXDC2P-NPIPB14P,283970,
ENSG00000226232,109729168,10.614571,"nuclear pore complex interacting protein family member B14, pseudogene",NPIPB14P,109729168,
ENSG00000255185,109731405,10.614574,"pyridoxal dependent decarboxylase domain containing 2, pseudogene",PDXDC2P,109731405,
ENSG00000239118,100422922,32.905178,microRNA 1972-2,MIR1972-2,100422922,
ENSG00000279533,,,,,,True
ENSG00000241183,645299,10.614576,ribosomal protein S10 pseudogene 24,RPS10P24,645299,
ENSG00000090857,55066,32.905178,pyruvate dehydrogenase phosphatase regulatory subunit,PDPR,55066,
ENSG00000247228,ENSG00000247228,32.905167,,,,
ENSG00000157335,283971,31.898125,C-type lectin domain family 18 member C,CLEC18C,283971,
ENSG00000261145,ENSG00000261145,32.905186,,,,
ENSG00000280006,,,,,,True
ENSG00000276989,,,,,,True
ENSG00000261556,ENSG00000261556,10.614571,SMG1 pseudogene 7,SMG1P7,,
ENSG00000280252,,,,,,True
ENSG00000223496,118460,31.898127,exosome component 6,EXOSC6,118460,
ENSG00000090861,16,31.89811,alanyl-tRNA synthetase 1,AARS1,16,
ENSG00000265648,106480998,10.614576,"RNA, 7SL, cytoplasmic 279, pseudogene",RN7SL279P,106480998,
ENSG00000157349,11269,31.898127,DEAD-box helicase 19B,DDX19B,11269,
ENSG00000260537,ENSG00000260537,32.905186,,,,
ENSG00000261777,100506083,32.905178,DDX19A divergent transcript,DDX19A-DT,100506083,
ENSG00000168872,55308,31.898125,DEAD-box helicase 19A,DDX19A,55308,
ENSG00000157350,6483,31.898125,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",ST3GAL2,6483,
ENSG00000260111,ENSG00000260111,32.905186,,,,
ENSG00000240043,100271583,10.614571,ribosomal protein S27 pseudogene 26,RPS27P26,100271583,
ENSG00000200153,100873755,10.614571,"RNA, U6 small nuclear 23, pseudogene",RNU6-23P,100873755,
ENSG00000157353,197258,31.89811,fucose kinase,FCSK,197258,
ENSG00000103051,25839,31.89811,component of oligomeric golgi complex 4,COG4,25839,
ENSG00000189091,23450,31.89811,splicing factor 3b subunit 3,SF3B3,23450,
ENSG00000221514,ENSG00000221514,32.905186,"small nucleolar RNA, C/D box 111B",SNORD111B,,
ENSG00000221066,692214,31.898127,"small nucleolar RNA, C/D box 111",SNORD111,692214,
ENSG00000157368,146433,31.898127,interleukin 34,IL34,146433,
ENSG00000132613,92154,32.905186,MTSS I-BAR domain containing 2,MTSS2,92154,
ENSG00000279569,ENSG00000279569,32.905186,,,,
ENSG00000103043,55697,31.898127,VAC14 component of PIKFYVE complex,VAC14,55697,
ENSG00000279412,ENSG00000279412,32.905186,,,,
ENSG00000260156,ENSG00000260156,32.905178,,,,
ENSG00000214353,100130894,32.905178,VAC14 antisense RNA 1,VAC14-AS1,100130894,
ENSG00000279815,ENSG00000279815,32.905178,,,,
ENSG00000279122,ENSG00000279122,32.905178,,,,
ENSG00000279123,ENSG00000279123,32.905178,,,,
ENSG00000262890,,,,,,True
ENSG00000157423,54768,32.905178,HYDIN axonemal central pair apparatus protein,HYDIN,54768,
ENSG00000221725,ENSG00000221725,10.614574,"RNA, U6atac small nuclear 25, pseudogene",RNU6ATAC25P,,
ENSG00000223316,,,,,,True
ENSG00000259833,ENSG00000259833,32.905186,,,,
ENSG00000259798,ENSG00000259798,32.905186,,,,
ENSG00000180917,55783,31.898127,cap methyltransferase 2,CMTR2,55783,
ENSG00000261260,102723786,32.905186,uncharacterized LOC102723786,LOC102723786,102723786,
ENSG00000221237,,,,,,True
ENSG00000172137,794,31.898127,calbindin 2,CALB2,794,
ENSG00000261348,ENSG00000261348,32.905186,long intergenic non-protein coding RNA 2136,LINC02136,,
ENSG00000262120,ENSG00000262120,32.905178,,,,
ENSG00000260734,102723796,32.905178,TLE family member 7,TLE7,102723796,
ENSG00000262008,ENSG00000262008,32.905178,,,,
ENSG00000167377,7571,31.898127,zinc finger protein 23,ZNF23,7571,
ENSG00000261611,ENSG00000261611,32.905186,,,,
ENSG00000247324,ENSG00000247324,32.905186,,,,
ENSG00000157429,7567,31.898127,zinc finger protein 19,ZNF19,7567,
ENSG00000260520,105371335,32.905186,uncharacterized LOC105371335,LOC105371335,105371335,
ENSG00000140835,10164,31.898127,carbohydrate sulfotransferase 4,CHST4,10164,
ENSG00000260015,ENSG00000260015,32.905178,,,,
ENSG00000252339,106480033,10.614574,"RNA, U6 small nuclear 1061, pseudogene",RNU6-1061P,106480033,
ENSG00000198650,6898,31.898125,tyrosine aminotransferase,TAT,6898,
ENSG00000260886,ENSG00000260886,32.905178,TAT antisense RNA 1,TAT-AS1,,
ENSG00000260593,ENSG00000260593,32.905178,,,,
ENSG00000140832,91862,32.905178,MARVEL domain containing 3,MARVELD3,91862,
ENSG00000040199,23035,31.898127,PH domain and leucine rich repeat protein phosphatase 2,PHLPP2,23035,
ENSG00000260185,ENSG00000260185,32.905178,,,,
ENSG00000199301,106479658,10.6145735,"RNA, U6 small nuclear 208, pseudogene",RNU6-208P,106479658,
ENSG00000263666,100379141,31.898127,"small nucleolar RNA, H/ACA box 70D",SNORA70D,100379141,
ENSG00000261513,ENSG00000261513,32.905186,,,,
ENSG00000260612,ENSG00000260612,32.905178,,,,
ENSG00000166747,164,31.898125,adaptor related protein complex 1 subunit gamma 1,AP1G1,164,
ENSG00000223224,692111,31.898125,"small nucleolar RNA, C/D box 71",SNORD71,692111,
ENSG00000283057,ENSG00000283057,32.905178,,,,
ENSG00000262140,ENSG00000262140,32.905178,,,,
ENSG00000224470,342371,31.898127,ataxin 1 like,ATXN1L,342371,
ENSG00000182149,9798,31.898127,IST1 factor associated with ESCRT-III,IST1,9798,
ENSG00000102984,55565,31.898127,zinc finger protein 821,ZNF821,55565,
ENSG00000279592,ENSG00000279592,32.905186,,,,
ENSG00000261765,ENSG00000261765,32.905167,,,,
ENSG00000277481,342372,31.898115,"polycystin 1 like 3, transient receptor potential channel interacting",PKD1L3,342372,
ENSG00000264079,,,,,,True
ENSG00000242176,ENSG00000242176,10.614574,ribosomal protein L39 pseudogene 31,RPL39P31,,
ENSG00000263311,ENSG00000263311,32.905178,,,,
ENSG00000263232,645443,10.614574,ATP synthase F1 subunit alpha pseudogene 3,ATP5F1AP3,645443,
ENSG00000102967,1723,31.234789,dihydroorotate dehydrogenase (quinone),DHODH,1723,
ENSG00000140830,54957,31.898125,thioredoxin like 4B,TXNL4B,54957,
ENSG00000257017,3240,31.898127,haptoglobin,HP,3240,
ENSG00000261701,3250,31.898127,haptoglobin-related protein,HPR,3250,
ENSG00000260252,ENSG00000260252,32.905178,,,,
ENSG00000140829,9785,31.89811,DEAH-box helicase 38,DHX38,9785,
ENSG00000118557,83449,32.905167,polyamine modulated factor 1 binding protein 1,PMFBP1,83449,
ENSG00000261673,ENSG00000261673,32.905167,,,,
ENSG00000261774,ENSG00000261774,32.905167,,,,
ENSG00000261008,101927957,32.905178,long intergenic non-protein coding RNA 1572,LINC01572,101927957,
ENSG00000260664,ENSG00000260664,32.905178,,,,
ENSG00000280264,,,,,,True
ENSG00000221286,,,,,,True
ENSG00000273581,,,,,,True
ENSG00000259768,ENSG00000259768,32.905186,ZFHX3 antisense RNA 1,ZFHX3-AS1,,
ENSG00000238731,106479060,10.614576,"RNA, U7 small nuclear 90 pseudogene",RNU7-90P,106479060,
ENSG00000261764,342374,10.614576,keratin 18 pseudogene 18,KRT18P18,342374,
ENSG00000279206,ENSG00000279206,32.905186,,,,
ENSG00000140836,463,31.898127,zinc finger homeobox 3,ZFHX3,463,
ENSG00000265573,,,,,,True
ENSG00000259209,,,,,,True
ENSG00000251868,100151668,10.614576,"RNA, U7 small nuclear 71 pseudogene",RNU7-71P,100151668,
ENSG00000279757,ENSG00000279757,32.905178,,,,
ENSG00000221799,,,,,,True
ENSG00000280092,ENSG00000280092,32.905186,,,,
ENSG00000272330,ENSG00000272330,32.905186,,,,
ENSG00000279591,ENSG00000279591,32.905186,,,,
ENSG00000272250,,,,,,True
ENSG00000271009,ENSG00000271009,32.905186,,,,
ENSG00000260880,283902,32.905186,hepatocellular carcinoma associated transcript 5,HCCAT5,283902,
ENSG00000197445,,,,,,True
ENSG00000261227,ENSG00000261227,32.905178,,,,
ENSG00000279120,ENSG00000279120,32.905178,,,,
ENSG00000258779,100506172,32.905167,lncRNA oncogene in head and neck cancer 2,LOHAN2,100506172,
ENSG00000258582,,,,,,True
ENSG00000260687,,,,,,True
ENSG00000259971,,,,,,True
ENSG00000260848,ENSG00000260848,32.905167,,,,
ENSG00000259817,ENSG00000259817,32.905178,,,,
ENSG00000279420,ENSG00000279420,32.905178,,,,
ENSG00000261404,101928035,32.905178,PSMD7 divergent transcript,PSMD7-DT,101928035,
ENSG00000279100,ENSG00000279100,32.905186,,,,
ENSG00000260471,111082973,10.614571,peptidylprolyl isomerase A pseudogene 49,PPIAP49,111082973,
ENSG00000261248,ENSG00000261248,32.905186,,,,
ENSG00000275236,ENSG00000275236,32.905167,,,,
ENSG00000103035,5713,31.89811,"proteasome 26S subunit, non-ATPase 7",PSMD7,5713,
ENSG00000259972,,,,,,True
ENSG00000239763,ENSG00000239763,10.614576,ribosomal protein L21 pseudogene 118,RPL21P118,,
ENSG00000260884,129810500,32.905186,prostate cancer associated HIP1 interacting lncRNA,PCHILR,129810500,
ENSG00000214331,ENSG00000214331,10.614576,"pyruvate dehydrogenase phosphatase regulatory subunit 2, pseudogene",PDPR2P,,
ENSG00000261079,ENSG00000261079,32.905178,,,,
ENSG00000196436,440348,32.905186,nuclear pore complex interacting protein family member B15,NPIPB15,440348,
ENSG00000276822,ENSG00000276822,32.905178,,,,
ENSG00000140839,497190,31.898125,C-type lectin domain family 18 member B,CLEC18B,497190,
ENSG00000261170,107984827,32.905178,uncharacterized LOC107984827,LOC107984827,107984827,
ENSG00000090863,2734,32.905186,golgi glycoprotein 1,GLG1,2734,
ENSG00000251794,106479672,10.614574,"RNA, U6 small nuclear 237, pseudogene",RNU6-237P,106479672,
ENSG00000207525,ENSG00000207525,32.905186,Y RNA,Y_RNA,,
ENSG00000240861,645713,10.6145735,ribosomal protein S10 pseudogene 23,RPS10P23,645713,
ENSG00000270945,ENSG00000270945,10.614576,heat shock protein family E (Hsp10) member 1 pseudogene 7,HSPE1P7,,
ENSG00000168411,55159,31.89811,ring finger and WD repeat domain 3,RFWD3,55159,
ENSG00000262904,100533619,10.614574,thymopoietin pseudogene 2,TMPOP2,100533619,
ENSG00000168404,197259,31.898125,mixed lineage kinase domain like pseudokinase,MLKL,197259,
ENSG00000103089,79152,31.898125,fatty acid 2-hydroxylase,FA2H,79152,
ENSG00000261458,ENSG00000261458,32.905178,,,,
ENSG00000103091,79726,31.898125,WD repeat domain 59,WDR59,79726,
ENSG00000186187,84937,31.898125,zinc and ring finger 1,ZNRF1,84937,
ENSG00000247033,ENSG00000247033,32.905167,,,,
ENSG00000166816,197257,31.89811,lactate dehydrogenase D,LDHD,197257,
ENSG00000261058,ENSG00000261058,32.905178,,,,
ENSG00000184517,162239,31.898125,ZFP1 zinc finger protein,ZFP1,162239,
ENSG00000213318,441774,10.614571,RPS4Y1 pseudogene 1,RPS4Y1P1,441774,
ENSG00000168928,440387,31.89811,chymotrypsinogen B2,CTRB2,440387,
ENSG00000168925,1504,31.898115,chymotrypsinogen B1,CTRB1,1504,
ENSG00000240338,ENSG00000240338,32.905178,,,,
ENSG00000050820,9564,31.898127,"BCAR1 scaffold protein, Cas family member",BCAR1,9564,
ENSG00000280152,ENSG00000280152,32.905186,,,,
ENSG00000252101,106481419,10.614576,"RNA, U6 small nuclear 758, pseudogene",RNU6-758P,106481419,
ENSG00000153774,10428,31.234789,chromatin remodeling protein CFDP1,CFDP1,10428,
ENSG00000259999,ENSG00000259999,32.905178,,,,
ENSG00000261783,ENSG00000261783,32.905186,,,,
ENSG00000252122,124900382,32.905186,small nucleolar RNA SNORA76,LOC124900382,124900382,
ENSG00000261717,ENSG00000261717,32.905186,,,,
ENSG00000274220,ENSG00000274220,32.905186,,,,
ENSG00000166822,124491,32.905186,transmembrane protein 170A,TMEM170A,124491,
ENSG00000261476,ENSG00000261476,32.905186,,,,
ENSG00000183196,4166,31.898125,carbohydrate sulfotransferase 6,CHST6,4166,
ENSG00000203472,ENSG00000203472,32.905178,,,,
ENSG00000273971,ENSG00000273971,32.905186,,,,
ENSG00000262583,ENSG00000262583,10.614576,TMEM231 pseudogene 1,TMEM231P1,,
ENSG00000260092,ENSG00000260092,32.905186,,,,
ENSG00000135702,23563,31.898125,carbohydrate sulfotransferase 5,CHST5,23563,
ENSG00000205084,79583,31.898125,transmembrane protein 231,TMEM231,79583,
ENSG00000259992,ENSG00000259992,32.905178,,,,
ENSG00000276408,ENSG00000276408,32.905178,,,,
ENSG00000034713,11345,31.898125,GABA type A receptor associated protein like 2,GABARAPL2,11345,
ENSG00000276523,ENSG00000276523,32.905178,,,,
ENSG00000065457,23536,31.898125,adenosine deaminase tRNA specific 1,ADAT1,23536,
ENSG00000065427,3735,31.89811,lysyl-tRNA synthetase 1,KARS1,3735,
ENSG00000166848,54386,31.89811,TERF2 interacting protein,TERF2IP,54386,
ENSG00000282757,100033411,32.905178,double homeobox B,DUXB,100033411,
ENSG00000240199,106481065,10.614576,"RNA, 7SL, cytoplasmic 520, pseudogene",RN7SL520P,106481065,
ENSG00000261424,ENSG00000261424,10.614576,ATP synthase peripheral stalk-membrane subunit b pseudogene 7,ATP5PBP7,,
ENSG00000261313,ENSG00000261313,32.905178,,,,
ENSG00000199299,100873680,10.614576,"RNA, 5S ribosomal pseudogene 430",RNA5SP430,100873680,
ENSG00000260223,ENSG00000260223,32.905186,,,,
ENSG00000260983,,,,,,True
ENSG00000244485,441775,10.614576,ribosomal protein L18 pseudogene 13,RPL18P13,441775,
ENSG00000152910,85445,31.898127,contactin associated protein family member 4,CNTNAP4,85445,
ENSG00000252814,106480475,10.614576,RN7SK pseudogene 233,RN7SKP233,106480475,
ENSG00000264645,,,,,,True
ENSG00000252022,ENSG00000252022,32.905186,Small nucleolar RNA Z195/SNORD33/SNORD32 family,SNORD33,,
ENSG00000261833,,,,,,True
ENSG00000273659,ENSG00000273659,32.905178,,,,
ENSG00000250514,101928203,32.905167,long intergenic non-protein coding RNA 2125,LINC02125,101928203,
ENSG00000259995,,,,,,True
ENSG00000266426,100616172,32.905178,microRNA 4719,MIR4719,100616172,
ENSG00000260797,ENSG00000260797,32.905178,,,,
ENSG00000279856,ENSG00000279856,32.905178,,,,
ENSG00000103111,22879,32.905178,MON1 vesicular trafficking associated B,MON1B,22879,
ENSG00000205078,100130958,31.898125,synaptonemal complex central element protein 1 like,SYCE1L,100130958,
ENSG00000261063,ENSG00000261063,32.905178,,,,
ENSG00000226348,100033398,10.614576,"vomeronasal 2 receptor 10, pseudogene",VN2R10P,100033398,
ENSG00000260922,ENSG00000260922,32.905186,,,,
ENSG00000140873,170692,31.898127,ADAM metallopeptidase with thrombospondin type 1 motif 18,ADAMTS18,170692,
ENSG00000260701,ENSG00000260701,32.905186,,,,
ENSG00000216131,,,,,,True
ENSG00000261154,105371350,32.905186,long intergenic non-protein coding RNA 2131,LINC02131,105371350,
ENSG00000278862,ENSG00000278862,32.905186,,,,
ENSG00000140876,283927,31.898127,nudix hydrolase 7,NUDT7,283927,
ENSG00000261707,ENSG00000261707,32.905186,,,,
ENSG00000171724,57687,32.905186,vesicle amine transport 1 like,VAT1L,57687,
ENSG00000278926,ENSG00000278926,32.905186,,,,
ENSG00000261330,111082974,10.614576,peptidylprolyl isomerase A pseudogene 50,PPIAP50,111082974,
ENSG00000261540,ENSG00000261540,32.905167,,,,
ENSG00000166509,10143,31.898115,C-type lectin domain family 3 member A,CLEC3A,10143,
ENSG00000260731,342419,10.614571,keratin 8 pseudogene 22,KRT8P22,342419,
ENSG00000261776,ENSG00000261776,32.905178,,,,
ENSG00000186153,51741,31.898115,WW domain containing oxidoreductase,WWOX,51741,
ENSG00000276007,ENSG00000276007,32.905186,,,,
ENSG00000279991,ENSG00000279991,32.905178,,,,
ENSG00000260969,ENSG00000260969,32.905186,WWOX antisense RNA 1,WWOX-AS1,,
ENSG00000260014,ENSG00000260014,10.614576,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 5",LSM3P5,,
ENSG00000260733,ENSG00000260733,32.905186,WWOX antisense RNA 2,WWOX-AS2,,
ENSG00000279887,ENSG00000279887,32.905186,,,,
ENSG00000261837,ENSG00000261837,32.905186,,,,
ENSG00000279129,ENSG00000279129,32.905178,,,,
ENSG00000243101,645957,10.614574,ribosomal protein S3 pseudogene 7,RPS3P7,645957,
ENSG00000280115,ENSG00000280115,32.905178,,,,
ENSG00000280190,ENSG00000280190,32.905178,,,,
ENSG00000260816,ENSG00000260816,32.905186,,,,
ENSG00000279732,ENSG00000279732,32.905178,,,,
